dek	55155
mükemmel	54748
sonuç	54366
okumak	54264
kitap	54016
köpek	53957
ikinci	53792
davranmak	53644
eskimek	53606
herhangi	53421
hızlı	53304
resim	52986
duy	52714
garip	52024
yetmek	51840
rahat	51826
yatak	51671
tür	51514
yolmak	51239
güçlü	51168
sağmak	50947
bilir	50937
hareket	50860
asla	50786
sumak	50502
korumak	50227
acele	50154
as	50125
hava	50098
çeviri	49884
karı	49795
hayal	49552
ayrılmak	49342
komik	49227
kalkmak	48637
kazanmak	48532
galiba	48488
etraf	48425
bahsetmek	48359
yukarı	48141
dans	48107
zarar	48060
at	47900
elbet	47626
güvenlik	47281
mesaj	47103
tanışmak	47016
göndermek	46651
dolu	46375
ölüm	46208
emmek	46136
haf	46116
düş	45905
elbette	45842
kes	45151
katil	45115
asker	45057
dermek	45025
böylece	45002
yaramak	45001
acaba	45000
evin	44955
hastane	44915
sürekli	44894
terk	44561
ahmak	44428
aynen	44246
deli	44232
seks	43886
korkunç	43437
gizli	43433
işemek	43344
gemi	43321
kapamak	43250
yalan	43097
çene	42970
yeterince	42925
evlenmek	42719
aymak	42466
uygun	42095
karmak	42040
mümkün	41956
gelen	41873
is	41830
saymak	41605
baz	41558
tuhaf	41553
dava	41506
do	41433
cinayet	41350
endişelenmek	41310
oy	41290
ayrıca	41276
ayrıç	41276
sağlamak	41262
yalamak	41225
ruh	41035
ödemek	40948
kulak	40876
yeter	40864
elmek	40856
şura	40566
belli	40486
anlaşmak	40475
beyaz	40454
karar	40284
tahmin	40276
bölge	40136
üzerinde	40097
bitirmek	39887
ilişki	39741
gelir	39635
hasta	39548
gele	39236
ah	39210
dü	39024
dün	39024
değişmek	38961
uçak	38905
berbat	38870
kral	38851
müzik	38826
teklif	38770
sam	38735
içki	38726
aç	38602
şöyle	38546
yalnızca	38541
savaşmak	38498
nokta	38472
emir	38309
yakın	38256
oyun	38124
yatmak	38109
te	37883
patron	37794
alacak	37595
ilgi	37314
altın	37233
milyon	37092
satmak	37069
millet	37026
merkez	36847
ağız	36838
kar	36798
kan	36737
güvenmek	36706
dikkatli	36548
ceset	36187
ofis	36027
hoşlanmak	35945
saki	35929
sakin	35929
ajan	35801
normal	35712
sokak	35710
hayvan	35628
yanmak	35564
sistem	35494
fotoğraf	35370
kusur	35361
pardon	35234
umur	35137
umar	35124
keşke	35104
çıktı	34963
ışık	34825
cehennem	34709
ülke	34618
bit	34566
kurban	34525
dalga	34463
pislik	34434
kahve	34333
nefes	34194
verecek	34192
yavaş	34190
sonunda	34070
yanında	33990
yaşmak	33928
uyumak	33868
yıldız	33789
acımak	33582
kanmak	33399
bok	33364
adım	33328
alan	33274
cidden	33183
sonsuz	33140
kol	33111
oldukça	32996
gülmek	32920
tarafından	32844
yüzmek	32838
çek	32779
şarkı	32652
yeterli	32570
hediye	32292
muhteşem	32266
sikmek	32266
çıkar	32161
sessiz	32031
frank	31997
bölüm	31979
sıcak	31832
kapmak	31788
kural	31579
ufak	31536
bakı	31449
üstün	31431
anahtar	31418
doğu	31362
karanlık	31346
kala	31282
birçok	31155
güneş	31019
çağırmak	31004
basit	30979
açıklamak	30942
yüzünden	30900
gayet	30817
tarih	30804
tıpkı	30724
derece	30678
kısım	30644
park	30608
yumak	30530
vakit	30495
acı	30366
ortak	30293
hat	30281
ilginç	30013
hazırlamak	29990
balık	29970
bildik	29854
kelime	29834
düşün	29818
yaşam	29710
oymak	29688
çoğu	29679
otel	29655
dedektif	29645
işlemek	29624
saldırı	29520
defa	29490
kaza	29349
öğle	29139
bulunmak	29098
acil	29045
canlı	28943
sak	28942
yakı	28888
veri	28872
mahkeme	28820
fena	28787
kart	28714
uyuşturucu	28708
koy	28705
halk	28690
kaybolmak	28540
geçmiş	28429
yakmak	28421
sınıf	28363
binmek	28332
yük	28304
saklamak	28200
azı	28169
uyanmak	28161
ifade	28098
tehlike	28072
ala	28068
zavallı	28010
sik	27930
aşık	27745
amca	27647
kavga	27632
başkan	27586
arap	27260
neredeyse	27236
top	27228
kapatmak	27196
özlemek	27157
sürümek	27063
suçlu	27041
başarmak	26961
yeniden	26948
şef	26814
ileri	26797
tebrik	26797
mektup	26746
tercih	26730
yem	26602
dürüst	26568
elim	26548
bakınmak	26458
ekip	26394
dolay	26392
peş	26386
kocamak	26376
teslim	26230
vücut	26141
saç	26138
sürü	26066
gül	26020
konut	25998
karamak	25936
ordu	25913
şaka	25891
bina	25878
soğuk	25858
süreç	25850
karşılık	25776
koşmak	25740
test	25622
süper	25551
hanımefendi	25543
saçmalık	25530
program	25523
olası	25470
seçmek	25457
liste	25426
bomba	25377
sakınmak	25344
katmak	25341
masa	25332
eş	25250
yarın	25159
ihtimal	25127
toplantı	25127
önem	25108
kat	25096
davet	25086
temek	25086
kasaba	25036
kere	24978
ağır	24975
bağlantı	24968
gider	24828
kamera	24617
sert	24581
sever	24573
defolmak	24558
buymak	24520
şeytan	24477
sayı	24140
gurur	24065
eşya	24055
ikna	24049
verici	24046
yaz	23961
rüya	23932
has	23900
mal	23883
bin	23869
beyin	23798
ortay	23793
memnu	23788
memnun	23788
problem	23743
iğrenç	23722
çanta	23665
tedavi	23537
şak	23530
rapor	23512
çekilmek	23495
bulamak	23431
vere	23284
kap	23250
ağaç	23170
mesele	23157
hatta	23153
takmak	23103
destek	23096
kayıt	23080
değer	23057
kıç	23056
üniversite	23051
duvar	22980
müdür	22876
üçüncü	22758
sık	22742
tehdit	22656
toplamak	22554
banka	22537
kutu	22514
güven	22494
aferin	22483
salak	22478
siyah	22427
yazık	22416
dolmak	22384
yüksek	22377
hedef	22370
çift	22357
hav	22340
doğmak	22310
patlamak	22257
kısa	22158
kısmak	22158
risk	22121
sokmak	22116
giymek	22113
ar	22108
üzerine	22065
kanıt	22064
yön	22043
itiraf	22033
ilgilenmek	22028
örnek	22020
serbest	21883
birinci	21880
sahne	21844
dolar	21809
orospu	21761
gelin	21686
sıkmak	21670
işaret	21668
seçenek	21610
not	21567
zeki	21535
çıkma	21530
zengin	21464
ceza	21417
tren	21397
borç	21366
bira	21339
neyse	21329
yerinmek	21324
edinmek	21247
kenar	21176
hesap	21024
duygu	21009
uğramak	20937
boy	20912
saygı	20908
katılmak	20871
yaklaşık	20869
kurtulmak	20864
niçin	20733
peşin	20720
grup	20700
dua	20687
şükür	20653
zamanlamak	20632
düşman	20596
beğenmek	20591
kurmak	20531
şeker	20518
kuzey	20509
zevk	20503
güve	20454
sahi	20450
general	20448
ters	20412
his	20410
birileri	20282
kararmak	20213
deri	20204
gösteri	20203
sır	20184
gecelemek	20168
memur	20159
ilgilemek	20126
saçmak	20120
çeşit	20112
amaç	20110
sarhoş	20059
ker	20027
televizyon	19987
tarz	19965
kaptan	19940
kaymak	19897
edi	19870
kuş	19866
tak	19834
ise	19818
sahte	19782
yedi	19740
maç	19738
koku	19720
ahbap	19697
meşgul	19655
mavi	19642
canavar	19576
orman	19575
abi	19541
rica	19527
kişisel	19521
çay	19517
kulüp	19488
kızgın	19429
hani	19398
uç	19390
kilise	19287
takım	19282
randevu	19278
şarap	19207
elbise	19173
evlilik	19143
öğrenci	19066
araç	18994
gibisi	18982
sorumlu	18961
yüzbaşı	18937
kutsal	18925
bilgisayar	18917
ray	18896
açı	18877
dosya	18862
hiçbiri	18833
sürpriz	18805
benimki	18772
bayağı	18766
büyümek	18747
türlü	18711
gerekli	18709
kaçırmak	18639
yemin	18627
özgür	18571
hizmet	18554
epey	18497
bölü	18470
diş	18418
peder	18392
yerinde	18380
seyir	18360
iptal	18347
avukat	18340
gezegen	18335
devlet	18316
gönder	18291
özellik	18290
mark	18256
çiçek	18234
güney	18198
kimlik	18179
buyurmak	18177
evli	18149
dahil	18120
yetenek	18083
kırmak	18073
durdurmak	17906
majeste	17851
daire	17828
şimdilik	17751
ekmek	17742
kedi	17740
bacak	17618
ağlamak	17603
yaklaşmak	17510
erke	17479
erken	17479
şirket	17474
yerine	17443
hapis	17403
ödül	17344
ana	17343
ayakkabı	17334
sol	17326
hale	17253
piç	17182
kahraman	17170
kurt	17166
cesaret	17152
kahrolası	17150
laf	17100
doğal	17089
tutamak	17008
değerli	16996
rol	16996
ziyaret	16893
etki	16886
hastalık	16803
herk	16800
albay	16775
sağlam	16756
doğum	16743
yargıç	16589
dolamak	16587
gidi	16565
deniz	16545
başlangıç	16509
renk	16486
pis	16338
sağlık	16330
uzay	16326
kraliçe	16302
hariç	16274
üye	16256
saye	16252
aşkın	16212
salon	16202
öğretmek	16140
girdi	16136
şark	16130
nazik	16119
makine	16107
günlük	16051
yüce	16043
bıçak	16036
inanılmaz	16018
öte	16013
müthiş	16007
yabancı	15985
korku	15946
metre	15905
eğlence	15892
tuzak	15887
profesör	15878
dil	15874
fırsat	15696
kel	15676
daima	15644
yağmur	15546
enerji	15520
buluşmak	15517
şaşırmak	15510
idare	15453
masum	15431
aksi	15428
teğmen	15395
eğitim	15356
adres	15354
çılgın	15319
uymak	15293
buz	15272
zayıf	15257
tatil	15255
kaynak	15236
görüntü	15214
toprak	15180
anlaşma	15156
birazcık	15123
gaz	15103
lise	15057
gidermek	15030
şerif	15014
adil	14914
resmen	14885
çimek	14881
yakında	14869
mil	14830
sene	14809
sevinmek	14774
otobüs	14748
kokmak	14746
yollamak	14745
hanım	14742
sıkıcı	14723
hayalet	14720
sınır	14707
hız	14694
görünüş	14684
sevi	14654
intihar	14615
meydan	14603
çavuş	14590
yiyecek	14516
bahçe	14513
sırf	14511
dert	14496
takı	14493
bayılmak	14438
çöp	14433
halletmek	14374
bar	14362
kaldırmak	14362
yakışıklı	14358
uyku	14329
tavsiye	14321
delik	14281
od	14275
özellikle	14262
martin	14258
cinsel	14252
tanık	14248
dağ	14219
birden	14184
sevgi	14177
yorgun	14164
gözükmek	14150
suçlamak	14148
adına	14122
nehir	14121
gazete	14120
taş	14054
minnettar	14053
servis	14018
sakınca	14005
huzur	13986
yakınmak	13946
inan	13930
engel	13909
umut	13904
genel	13884
mutfak	13868
söylem	13863
hapishane	13831
başkası	13823
spor	13757
ayrı	13746
banyo	13708
cep	13693
büyükanne	13690
kıyafet	13655
sanat	13592
intikam	13506
derken	13497
kurşun	13480
kanun	13461
cam	13453
baskı	13440
uçmak	13432
binlerce	13428
kayıp	13404
takdir	13347
eskiden	13240
kamp	13213
ardından	13182
üs	13178
dönme	13174
alaka	13165
tamir	13158
prenses	13154
köşe	13152
şeref	13148
sırt	13135
müşteri	13130
kırmız	13124
kırmızı	13124
etmen	13118
dünyada	13106
birer	13051
bol	13048
saçma	13022
komuta	12980
asmak	12962
hikâye	12962
atlamak	12938
dayanmak	12926
kader	12889
akmak	12875
ameliyat	12867
taşımak	12847
tecavüz	12837
susmak	12754
tavuk	12746
ayarlamak	12744
burun	12741
cadı	12740
çal	12720
köprü	12712
müsaade	12705
maalesef	12694
atamak	12679
iddia	12670
tanıdık	12606
pazar	12595
üzmek	12593
elektrik	12580
solmak	12580
surat	12568
yüzük	12524
çıplak	12513
alınmak	12509
mücadele	12508
kör	12496
melek	12487
cesur	12436
köy	12406
bunca	12401
say	12368
anlaşılan	12358
ihanet	12350
teknik	12322
sinir	12305
yasal	12301
çıkacak	12300
yapılanmak	12286
kılıç	12263
günlemek	12255
han	12253
motor	12252
günde	12236
dav	12230
kahvaltı	12204
tomak	12182
dokunmak	12181
ün	12159
lider	12147
cuma	12113
şüphe	12088
yıllık	12079
ulamak	12072
anı	12050
deme	12041
açıkçası	12033
filan	12017
sımak	12001
miktar	11972
taşmak	11970
taksi	11960
cadde	11943
nihayet	11940
onca	11913
sekiz	11903
tepe	11880
pencere	11877
ellemek	11870
rom	11860
tem	11853
alışveriş	11799
seçim	11778
araştırmak	11767
sigara	11758
sarmak	11752
hafif	11744
si	11733
kriz	11706
yapı	11650
ulaşmak	11646
kıpırdamak	11623
tip	11600
binbaşı	11591
rahip	11556
zorlamak	11550
parlak	11479
yavru	11472
karışık	11466
sorumluluk	11458
çirkin	11422
kemik	11408
kilo	11392
yat	11392
temiz	11375
elde	11362
sosyal	11340
bedel	11336
dönem	11315
kredi	11272
sırat	11266
ani	11238
üstelik	11225
sıkı	11219
basmak	11189
ark	11186
halt	11144
süt	11138
av	11126
isteri	11116
madam	11098
serseri	11098
acayip	11094
tekne	11079
öğretmen	11076
çevirmek	11049
kuzen	11041
tespit	11038
karımak	11032
sevimli	11024
döner	11021
avcı	10990
prens	10983
saçmalamak	10981
inşa	10971
kamyon	10933
cumartesi	10932
mutlaka	10911
adamak	10874
beden	10866
onur	10843
düşünce	10828
dev	10770
asılmak	10763
düşük	10743
satı	10742
kazan	10721
gerçi	10695
başta	10681
bili	10672
yerel	10656
sek	10654
ok	10653
tan	10652
video	10641
dokumak	10625
beyefendi	10622
uzman	10577
ortalık	10530
etkilemek	10515
yıllamak	10512
oğlan	10505
alay	10488
futbol	10483
yetişkin	10468
üstüne	10467
biçim	10450
kale	10447
yapay	10447
kare	10445
silahlamak	10442
bardak	10429
pişman	10428
bakan	10414
bağlamak	10396
elemek	10388
utanç	10359
alarm	10351
sipariş	10335
çözmek	10241
harcamak	10239
hap	10198
pes	10189
endişe	10188
yaratık	10184
öpmek	10171
ayırmak	10123
sigar	10074
komiser	10073
edip	10050
aşır	10044
aşırı	10044
üzülmek	10035
önceden	10034
yirmi	10032
heyecan	10021
oyuncak	10019
bağ	10015
imdat	10011
tur	9994
kaçamak	9949
operasyon	9946
sürtük	9941
göğüs	9931
üste	9910
çizgi	9906
yolunmak	9905
kay	9895
kımıldamak	9886
genellikle	9874
yara	9861
tutuklamak	9842
koltuk	9806
hamil	9800
hamile	9800
işkence	9784
şok	9766
ot	9754
profesyonel	9748
tuvalet	9735
kuvvet	9711
ödünç	9696
birazdan	9689
sezon	9681
romantik	9670
cennet	9669
adalet	9665
malzeme	9663
gücün	9646
bas	9627
seksi	9626
önermek	9608
eksik	9585
bari	9573
veda	9572
mısır	9539
mahvetmek	9532
seçi	9531
sahil	9518
özgürlük	9504
yarar	9501
büyü	9499
iletmek	9484
içim	9484
saf	9482
teyze	9482
çare	9447
uyarmak	9438
büyükbaba	9435
olağanüstü	9427
fayda	9420
bedava	9396
donmak	9373
planlamak	9368
seyahat	9357
böcek	9350
temas	9347
gecikmek	9330
uğraşmak	9306
tıp	9304
yalvarmak	9288
ge	9268
geniş	9247
belge	9240
saray	9218
başarı	9210
bilim	9204
ihtiyar	9198
araban	9190
seviye	9189
hasar	9173
boyun	9167
sarı	9158
temel	9154
kesi	9153
kesin	9153
kesinmek	9153
zenci	9141
mesel	9112
domuz	9111
federal	9101
kilometre	9062
göl	9040
şiddet	9039
hemşire	9035
adi	9020
kor	9017
sıradan	9014
misafir	8990
bozuk	8986
sigorta	8980
ermek	8978
hakim	8974
çekiç	8960
geçici	8958
korkutmak	8942
karmaşık	8940
kutlamak	8927
dayamak	8926
bıkmak	8922
bozmak	8911
kur	8897
sadık	8887
restoran	8867
ti	8860
fare	8845
hükümet	8845
alın	8843
kaz	8840
uzaklaşmak	8840
geçerli	8833
açlık	8826
alet	8825
cihaz	8797
savunmak	8782
kod	8778
komutan	8712
kanı	8656
garanti	8647
buyuru	8642
model	8639
hayran	8633
kapalı	8628
zafer	8623
görmez	8622
deney	8606
hassas	8568
öpücük	8567
çevre	8543
vampir	8529
yaratmak	8522
istasyon	8488
kişilik	8486
dok	8458
yumruk	8451
genelde	8448
yumuşak	8435
ilerlemek	8427
nakit	8420
akşamlamak	8402
düzgü	8384
düzgün	8384
taze	8379
yarışmak	8370
manyak	8362
hücre	8360
kazmak	8353
kaltak	8340
dip	8316
çamaşır	8313
temsil	8301
düğü	8278
düğün	8278
im	8274
şan	8268
kira	8266
batı	8261
kopya	8247
yönetim	8238
sıkıntı	8211
şirin	8209
kanser	8208
okyanus	8204
pizza	8181
şapka	8179
tahliye	8149
buçuk	8137
hırsız	8119
tanış	8097
ince	8089
ufaklık	8088
gökyüzü	8087
kanamak	8087
ölümcül	8087
kalabalık	8085
civar	8045
çiftlik	8043
çarpmak	8040
birleşik	8037
kanıtlamak	8036
görüşme	8032
kilit	8030
pazartesi	8007
yüzlerce	8003
duş	7992
diğeri	7986
artmak	7981
açıklama	7950
sandalye	7920
radyo	7906
ağabey	7905
ipucu	7901
benzer	7900
havuz	7893
öbür	7882
dolap	7880
gem	7871
milyonlarca	7868
kaçak	7845
çete	7829
talep	7824
delil	7822
maymun	7812
moda	7796
pas	7782
günah	7778
savaşçı	7774
şart	7773
boşamak	7772
istek	7756
depo	7750
sinema	7733
delirmek	7727
barış	7724
bizzat	7705
bilet	7696
kırık	7687
sinyal	7682
sayesinde	7668
göt	7652
nükleer	7635
diz	7630
karın	7617
zamanında	7616
net	7611
tarif	7610
sırasında	7604
araştırma	7591
kibar	7551
trafik	7547
şua	7537
peynir	7536
yeşil	7530
eyalet	7526
çağrı	7520
kadeh	7515
şov	7512
derin	7494
varlık	7485
elinden	7482
sohbet	7468
emekli	7467
yasak	7458
iletişim	7446
kariyer	7446
demet	7416
mucize	7416
düğmek	7411
mesafe	7396
temizlemek	7391
jüri	7386
ağrımak	7379
koru	7375
panik	7375
dördüncü	7343
çatı	7332
sümek	7322
yazı	7319
çekici	7318
meyve	7317
virüs	7317
müfettiş	7312
cüret	7304
toplu	7303
eğlenmek	7296
havaalanı	7295
susamak	7263
minik	7261
yazar	7260
madde	7257
cenaze	7243
demir	7240
usta	7234
kuru	7227
sal	7209
takılmak	7202
adli	7199
patates	7155
viski	7151
pahalı	7148
mezar	7143
şifre	7130
gözlemek	7126
denet	7120
korkak	7118
aday	7097
yılan	7089
saha	7088
ucuz	7084
alkol	7082
bilinen	7076
düşünür	7076
ali	7074
benzin	7074
geleni	7069
gerçeklemek	7068
paket	7064
bat	7057
yaralamak	7056
sınav	7045
dönüşmek	7020
doğrusu	6996
katı	6991
ısrar	6987
sunmak	6981
zehir	6969
getiri	6968
lor	6951
ayı	6949
abd	6945
vazgeçmek	6925
kış	6895
senatör	6895
ertesi	6871
itiraz	6856
savunma	6848
yöntem	6842
hatır	6827
geçit	6824
hoca	6820
basınç	6815
soygun	6812
düzelmek	6803
devre	6800
aziz	6792
tim	6777
şampiyon	6766
karşılamak	6743
yangı	6724
yangın	6724
pay	6722
şişman	6720
golf	6703
roman	6703
fazlasıyla	6693
bağırmak	6684
hit	6681
gözde	6675
terörist	6673
topu	6668
sayın	6665
dokuz	6664
çöz	6658
proje	6651
olasılık	6631
merdiven	6614
şişe	6607
kara	6594
sabit	6594
hukuk	6588
öz	6580
çığlık	6572
bizlemek	6570
giriş	6557
tesadüf	6539
tatmin	6538
harita	6532
kocaman	6526
çikolata	6519
gümüş	6506
teknoloji	6505
sandviç	6501
affetmek	6500
modern	6497
metal	6484
mevcut	6483
rezil	6476
ömür	6475
yasa	6460
gündüz	6453
şişko	6430
ip	6410
acımasız	6409
bağışlamak	6408
mide	6402
giysi	6401
kurul	6389
mecbur	6388
aylık	6387
kayıtmak	6370
çorba	6365
hile	6360
ten	6355
saldırmak	6352
karışmak	6350
çeki	6328
öncelik	6322
koridor	6319
yaramaz	6299
kumar	6280
sıfır	6263
mermi	6254
mezun	6239
şimdiden	6232
istifa	6219
abla	6206
pembe	6176
pantolon	6168
gebermek	6163
yedek	6161
milyar	6138
imza	6136
düzeltmek	6103
ambulans	6065
barışmak	6058
ağrı	6053
fahişe	6052
ödem	6045
eleman	6041
çökmek	6030
düzenli	6029
baştan	6028
detay	6023
savcı	6008
kasa	6007
defter	5999
dolaşmak	5970
tartışmak	5964
feda	5945
kek	5942
şampanya	5941
kanat	5933
söylenmek	5930
vali	5923
balo	5897
perşembe	5896
hain	5880
dövmek	5879
kır	5872
sabırsızlanmak	5865
vergi	5864
uluslararası	5844
bağış	5842
uyum	5818
amin	5815
ürün	5805
it	5804
itmek	5804
haberdar	5790
kasap	5786
âşık	5784
pilot	5780
yarım	5766
sara	5765
bitki	5762
boktan	5762
yumurta	5760
merhamet	5758
darbe	5755
zahmet	5754
nedeniyle	5752
dönenmek	5749
müdahale	5742
öteki	5733
bayram	5728
direk	5725
doğa	5722
koç	5712
uzamak	5710
don	5705
direkt	5703
tavşan	5700
taklit	5699
kraliyet	5695
yazılı	5692
şiir	5689
birim	5681
yağmak	5681
esas	5656
tekme	5651
uyarı	5643
nişan	5641
taramak	5640
gömlek	5639
pat	5639
tutuklu	5635
yönetmek	5622
popüler	5612
robot	5604
dinlenmek	5602
kanka	5599
çıkartmak	5577
teşhis	5575
kalın	5574
kalınmak	5574
yetkili	5564
yüzyıl	5563
değişik	5561
tetik	5559
uslu	5557
cüzdan	5540
karakter	5539
evre	5533
evren	5533
inek	5530
dikmek	5521
alev	5520
kut	5506
aniden	5500
yetki	5500
mola	5497
kovmak	5496
sapık	5469
ser	5465
alçak	5463
genelmek	5437
icap	5421
indirmek	5417
yıllarca	5414
yormak	5407
ilham	5403
şerefe	5398
komşu	5392
salmak	5384
çabucak	5372
puan	5363
sıkışmak	5363
ibaret	5362
gergi	5359
gergin	5359
sakinlemek	5356
je	5347
kanal	5347
rahatlamak	5339
şükran	5339
boşluk	5335
bodrum	5332
nadir	5330
örümcek	5326
meclis	5324
dem	5320
gürültü	5311
seslemek	5287
er	5278
tören	5272
maruz	5270
yoğ	5268
yoğun	5268
beşinci	5266
tatmak	5255
gelişmek	5247
asansör	5245
evvel	5231
eşit	5227
köle	5220
analiz	5217
işlem	5202
sesli	5200
fırtına	5198
istihbarat	5197
amir	5173
sivil	5173
çıkarma	5163
ley	5156
meşhur	5155
yanıt	5155
tepki	5150
tepkimek	5150
büro	5148
mösyö	5137
sinirli	5135
mart	5129
tüfek	5123
uyanık	5122
herhâlde	5107
kokain	5107
petrol	5106
koçmak	5094
şahane	5089
çıkış	5088
derlemek	5087
delikanlı	5084
şoför	5084
öylesi	5078
şüphesiz	5076
zorla	5071
vaka	5069
öfke	5069
muazzam	5068
aktif	5065
dedikodu	5062
politik	5059
